"","acquisition_date","acquisitions"
"1152","1973-02-25",39
"1153","1973-02-26",34
"1154","1973-02-27",39
"1155","1973-02-28",34
"1156","1973-03-01",33
"1157","1973-03-02",50
"1158","1973-03-03",33
"1159","1973-03-04",39
"1160","1973-03-05",37
"1161","1973-03-06",46
"1162","1973-03-07",36
"1163","1973-03-08",31
"1164","1973-03-09",36
"1165","1973-03-10",37
"1166","1973-03-11",37
"1167","1973-03-12",46
"1168","1973-03-13",38
"1169","1973-03-14",43
"1170","1973-03-15",31
"1171","1973-03-16",41
"1172","1973-03-17",39
"1173","1973-03-18",32
"1174","1973-03-19",37
"1175","1973-03-20",46
"1176","1973-03-21",39
"1177","1973-03-22",41
"1178","1973-03-23",49
"1179","1973-03-24",46
"1180","1973-03-25",24
"1181","1973-03-26",43
"1182","1973-03-27",45
"1183","1973-03-28",36
"1184","1973-03-29",33
"1185","1973-03-30",37
"1186","1973-03-31",33
"1187","1973-04-01",39
"1188","1973-04-02",39
"1189","1973-04-03",35
"1190","1973-04-04",52
"1191","1973-04-05",38
"1192","1973-04-06",35
"1193","1973-04-07",38
"1194","1973-04-08",37
"1195","1973-04-09",40
"1196","1973-04-10",39
"1197","1973-04-11",36
"1198","1973-04-12",36
"1199","1973-04-13",39
"1200","1973-04-14",45
"1201","1973-04-15",45
"1202","1973-04-16",32
"1203","1973-04-17",49
"1204","1973-04-18",32
"1205","1973-04-19",45
"1206","1973-04-20",32
"1207","1973-04-21",31
"1208","1973-04-22",41
"1209","1973-04-23",38
"1210","1973-04-24",30
"1211","1973-04-25",40
"1212","1973-04-26",33
"1213","1973-04-27",25
"1214","1973-04-28",37
"1215","1973-04-29",28
"1216","1973-04-30",51
"1217","1973-05-01",43
"1218","1973-05-02",30
"1219","1973-05-03",40
"1220","1973-05-04",25
"1221","1973-05-05",37
"1222","1973-05-06",34
"1223","1973-05-07",38
"1224","1973-05-08",43
"1225","1973-05-09",38
"1226","1973-05-10",35
"1227","1973-05-11",35
"1228","1973-05-12",30
"1229","1973-05-13",32
"1230","1973-05-14",45
"1231","1973-05-15",40
"1232","1973-05-16",25
"1233","1973-05-17",48
"1234","1973-05-18",47
"1235","1973-05-19",39
"1236","1973-05-20",38
"1237","1973-05-21",38
"1238","1973-05-22",30
"1239","1973-05-23",39
"1240","1973-05-24",38
"1241","1973-05-25",50
"1242","1973-05-26",37
"1243","1973-05-27",37
"1244","1973-05-28",37
"1245","1973-05-29",40
"1246","1973-05-30",43
"1247","1973-05-31",34
"1248","1973-06-01",45
"1249","1973-06-02",34
"1250","1973-06-03",33
"1251","1973-06-04",46
"1252","1973-06-05",36
"1253","1973-06-06",38
"1254","1973-06-07",43
"1255","1973-06-08",28
"1256","1973-06-09",36
"1257","1973-06-10",37
"1258","1973-06-11",33
"1259","1973-06-12",30
"1260","1973-06-13",36
"1261","1973-06-14",43
"1262","1973-06-15",31
"1263","1973-06-16",41
"1264","1973-06-17",55
"1265","1973-06-18",35
"1266","1973-06-19",41
"1267","1973-06-20",34
"1268","1973-06-21",49
"1269","1973-06-22",35
"1270","1973-06-23",25
"1271","1973-06-24",42
"1272","1973-06-25",39
"1273","1973-06-26",42
"1274","1973-06-27",39
"1275","1973-06-28",31
"1276","1973-06-29",49
"1277","1973-06-30",44
"1278","1973-07-01",44
"1279","1973-07-02",36
"1280","1973-07-03",35
"1281","1973-07-04",38
"1282","1973-07-05",33
"1283","1973-07-06",29
"1284","1973-07-07",27
"1285","1973-07-08",51
"1286","1973-07-09",36
"1287","1973-07-10",26
"1288","1973-07-11",38
"1289","1973-07-12",37
"1290","1973-07-13",36
"1291","1973-07-14",42
"1292","1973-07-15",31
"1293","1973-07-16",35
"1294","1973-07-17",36
"1295","1973-07-18",50
"1296","1973-07-19",44
"1297","1973-07-20",41
"1298","1973-07-21",35
"1299","1973-07-22",35
"1300","1973-07-23",35
"1301","1973-07-24",42
"1302","1973-07-25",34
"1303","1973-07-26",34
"1304","1973-07-27",38
"1305","1973-07-28",42
"1306","1973-07-29",33
"1307","1973-07-30",36
"1308","1973-07-31",40
"1309","1973-08-01",38
"1310","1973-08-02",37
"1311","1973-08-03",40
"1312","1973-08-04",39
"1313","1973-08-05",40
"1314","1973-08-06",33
"1315","1973-08-07",33
"1316","1973-08-08",46
"1317","1973-08-09",46
"1318","1973-08-10",39
"1319","1973-08-11",45
"1320","1973-08-12",35
"1321","1973-08-13",42
"1322","1973-08-14",47
"1323","1973-08-15",46
"1324","1973-08-16",47
"1325","1973-08-17",39
"1326","1973-08-18",27
"1327","1973-08-19",31
"1328","1973-08-20",34
"1329","1973-08-21",33
"1330","1973-08-22",36
"1331","1973-08-23",29
"1332","1973-08-24",36
"1333","1973-08-25",49
"1334","1973-08-26",27
"1335","1973-08-27",36
"1336","1973-08-28",34
"1337","1973-08-29",39
"1338","1973-08-30",33
"1339","1973-08-31",30
"1340","1973-09-01",49
"1341","1973-09-02",37
"1342","1973-09-03",36
"1343","1973-09-04",33
"1344","1973-09-05",45
"1345","1973-09-06",37
"1346","1973-09-07",45
"1347","1973-09-08",47
"1348","1973-09-09",40
"1349","1973-09-10",49
"1350","1973-09-11",34
"1351","1973-09-12",36
"1352","1973-09-13",33
"1353","1973-09-14",38
"1354","1973-09-15",40
"1355","1973-09-16",37
"1356","1973-09-17",33
"1357","1973-09-18",27
"1358","1973-09-19",41
"1359","1973-09-20",37
"1360","1973-09-21",32
"1361","1973-09-22",37
"1362","1973-09-23",49
"1363","1973-09-24",32
"1364","1973-09-25",34
"1365","1973-09-26",49
"1366","1973-09-27",34
"1367","1973-09-28",41
"1368","1973-09-29",36
"1369","1973-09-30",35
"1370","1973-10-01",25
"1371","1973-10-02",38
"1372","1973-10-03",40
"1373","1973-10-04",44
"1374","1973-10-05",41
"1375","1973-10-06",42
"1376","1973-10-07",41
"1377","1973-10-08",40
"1378","1973-10-09",50
"1379","1973-10-10",30
"1380","1973-10-11",32
"1381","1973-10-12",41
"1382","1973-10-13",42
"1383","1973-10-14",38
"1384","1973-10-15",41
"1385","1973-10-16",43
"1386","1973-10-17",38
"1387","1973-10-18",40
"1388","1973-10-19",41
"1389","1973-10-20",31
"1390","1973-10-21",44
"1391","1973-10-22",51
"1392","1973-10-23",53
"1393","1973-10-24",36
"1394","1973-10-25",39
"1395","1973-10-26",39
"1396","1973-10-27",47
"1397","1973-10-28",45
"1398","1973-10-29",35
"1399","1973-10-30",45
"1400","1973-10-31",36
"1401","1973-11-01",38
"1402","1973-11-02",33
"1403","1973-11-03",34
"1404","1973-11-04",35
"1405","1973-11-05",30
"1406","1973-11-06",28
"1407","1973-11-07",35
"1408","1973-11-08",41
"1409","1973-11-09",32
"1410","1973-11-10",40
"1411","1973-11-11",36
"1412","1973-11-12",39
"1413","1973-11-13",44
"1414","1973-11-14",32
"1415","1973-11-15",40
"1416","1973-11-16",42
"1417","1973-11-17",44
"1418","1973-11-18",43
"1419","1973-11-19",38
"1420","1973-11-20",35
"1421","1973-11-21",30
"1422","1973-11-22",38
"1423","1973-11-23",26
"1424","1973-11-24",26
"1425","1973-11-25",37
"1426","1973-11-26",36
"1427","1973-11-27",37
"1428","1973-11-28",38
"1429","1973-11-29",37
"1430","1973-11-30",36
"1431","1973-12-01",35
"1432","1973-12-02",42
"1433","1973-12-03",31
"1434","1973-12-04",35
"1435","1973-12-05",34
"1436","1973-12-06",35
"1437","1973-12-07",29
"1438","1973-12-08",41
"1439","1973-12-09",33
"1440","1973-12-10",41
"1441","1973-12-11",38
"1442","1973-12-12",28
"1443","1973-12-13",33
"1444","1973-12-14",49
"1445","1973-12-15",45
"1446","1973-12-16",47
"1447","1973-12-17",43
"1448","1973-12-18",35
"1449","1973-12-19",47
"1450","1973-12-20",50
"1451","1973-12-21",46
"1452","1973-12-22",38
"1453","1973-12-23",38
"1454","1973-12-24",40
"1455","1973-12-25",37
"1456","1973-12-26",35
"1457","1973-12-27",41
"1458","1973-12-28",37
"1459","1973-12-29",39
"1460","1973-12-30",30
"1461","1973-12-31",37
"1462","1974-01-01",36
"1463","1974-01-02",46
"1464","1974-01-03",36
"1465","1974-01-04",38
"1466","1974-01-05",33
"1467","1974-01-06",48
"1468","1974-01-07",42
"1469","1974-01-08",42
"1470","1974-01-09",37
"1471","1974-01-10",40
"1472","1974-01-11",36
"1473","1974-01-12",28
"1474","1974-01-13",50
"1475","1974-01-14",37
"1476","1974-01-15",39
"1477","1974-01-16",34
"1478","1974-01-17",39
"1479","1974-01-18",31
"1480","1974-01-19",40
"1481","1974-01-20",35
"1482","1974-01-21",37
"1483","1974-01-22",45
"1484","1974-01-23",38
"1485","1974-01-24",43
"1486","1974-01-25",40
"1487","1974-01-26",35
"1488","1974-01-27",47
"1489","1974-01-28",36
"1490","1974-01-29",43
"1491","1974-01-30",34
"1492","1974-01-31",37
"1493","1974-02-01",45
"1494","1974-02-02",34
"1495","1974-02-03",28
"1496","1974-02-04",44
"1497","1974-02-05",32
"1498","1974-02-06",50
"1499","1974-02-07",35
"1500","1974-02-08",39
"1501","1974-02-09",31
"1502","1974-02-10",38
"1503","1974-02-11",46
"1504","1974-02-12",38
"1505","1974-02-13",37
"1506","1974-02-14",43
"1507","1974-02-15",42
"1508","1974-02-16",31
"1509","1974-02-17",45
"1510","1974-02-18",39
"1511","1974-02-19",30
"1512","1974-02-20",32
"1513","1974-02-21",37
"1514","1974-02-22",40
"1515","1974-02-23",34
"1516","1974-02-24",26
"1517","1974-02-25",32
"1518","1974-02-26",45
"1519","1974-02-27",36
"1520","1974-02-28",35
"1521","1974-03-01",40
"1522","1974-03-02",40
"1523","1974-03-03",40
"1524","1974-03-04",42
"1525","1974-03-05",24
"1526","1974-03-06",43
"1527","1974-03-07",29
"1528","1974-03-08",36
"1529","1974-03-09",32
"1530","1974-03-10",36
"1531","1974-03-11",48
"1532","1974-03-12",34
"1533","1974-03-13",39
"1534","1974-03-14",36
"1535","1974-03-15",50
"1536","1974-03-16",44
"1537","1974-03-17",40
"1538","1974-03-18",48
"1539","1974-03-19",42
"1540","1974-03-20",43
"1541","1974-03-21",43
"1542","1974-03-22",52
"1543","1974-03-23",36
"1544","1974-03-24",38
"1545","1974-03-25",35
"1546","1974-03-26",36
"1547","1974-03-27",40
"1548","1974-03-28",35
"1549","1974-03-29",41
"1550","1974-03-30",40
"1551","1974-03-31",41
"1552","1974-04-01",42
"1553","1974-04-02",39
"1554","1974-04-03",45
"1555","1974-04-04",38
"1556","1974-04-05",42
"1557","1974-04-06",41
"1558","1974-04-07",33
"1559","1974-04-08",42
"1560","1974-04-09",36
"1561","1974-04-10",33
"1562","1974-04-11",35
"1563","1974-04-12",40
"1564","1974-04-13",38
"1565","1974-04-14",46
"1566","1974-04-15",39
"1567","1974-04-16",39
"1568","1974-04-17",40
"1569","1974-04-18",44
"1570","1974-04-19",39
"1571","1974-04-20",42
"1572","1974-04-21",40
"1573","1974-04-22",35
"1574","1974-04-23",38
"1575","1974-04-24",43
"1576","1974-04-25",35
"1577","1974-04-26",34
"1578","1974-04-27",37
"1579","1974-04-28",32
"1580","1974-04-29",35
"1581","1974-04-30",26
"1582","1974-05-01",46
"1583","1974-05-02",39
"1584","1974-05-03",35
"1585","1974-05-04",33
"1586","1974-05-05",39
"1587","1974-05-06",39
"1588","1974-05-07",38
"1589","1974-05-08",40
"1590","1974-05-09",32
"1591","1974-05-10",34
"1592","1974-05-11",36
"1593","1974-05-12",33
"1594","1974-05-13",36
"1595","1974-05-14",41
"1596","1974-05-15",37
"1597","1974-05-16",32
"1598","1974-05-17",36
"1599","1974-05-18",41
"1600","1974-05-19",31
"1601","1974-05-20",40
"1602","1974-05-21",40
"1603","1974-05-22",40
"1604","1974-05-23",51
"1605","1974-05-24",42
"1606","1974-05-25",30
"1607","1974-05-26",20
"1608","1974-05-27",39
"1609","1974-05-28",46
"1610","1974-05-29",35
"1611","1974-05-30",38
"1612","1974-05-31",39
"1613","1974-06-01",32
"1614","1974-06-02",29
"1615","1974-06-03",47
"1616","1974-06-04",29
"1617","1974-06-05",30
"1618","1974-06-06",38
"1619","1974-06-07",43
"1620","1974-06-08",42
"1621","1974-06-09",43
"1622","1974-06-10",45
"1623","1974-06-11",35
"1624","1974-06-12",39
"1625","1974-06-13",31
"1626","1974-06-14",29
"1627","1974-06-15",36
"1628","1974-06-16",34
"1629","1974-06-17",37
"1630","1974-06-18",46
"1631","1974-06-19",25
"1632","1974-06-20",39
"1633","1974-06-21",47
"1634","1974-06-22",43
"1635","1974-06-23",42
"1636","1974-06-24",29
"1637","1974-06-25",46
"1638","1974-06-26",36
"1639","1974-06-27",38
"1640","1974-06-28",37
"1641","1974-06-29",36
"1642","1974-06-30",46
"1643","1974-07-01",39
"1644","1974-07-02",43
"1645","1974-07-03",43
"1646","1974-07-04",33
"1647","1974-07-05",37
"1648","1974-07-06",32
"1649","1974-07-07",39
"1650","1974-07-08",40
"1651","1974-07-09",26
"1652","1974-07-10",48
"1653","1974-07-11",37
"1654","1974-07-12",28
"1655","1974-07-13",24
"1656","1974-07-14",45
"1657","1974-07-15",39
"1658","1974-07-16",36
"1659","1974-07-17",43
"1660","1974-07-18",35
"1661","1974-07-19",25
"1662","1974-07-20",34
"1663","1974-07-21",36
"1664","1974-07-22",37
"1665","1974-07-23",33
"1666","1974-07-24",44
"1667","1974-07-25",26
"1668","1974-07-26",32
"1669","1974-07-27",37
"1670","1974-07-28",32
"1671","1974-07-29",53
"1672","1974-07-30",43
"1673","1974-07-31",33
"1674","1974-08-01",28
"1675","1974-08-02",28
"1676","1974-08-03",33
"1677","1974-08-04",39
"1678","1974-08-05",33
"1679","1974-08-06",32
"1680","1974-08-07",40
"1681","1974-08-08",37
"1682","1974-08-09",37
"1683","1974-08-10",42
"1684","1974-08-11",27
"1685","1974-08-12",29
"1686","1974-08-13",35
"1687","1974-08-14",39
"1688","1974-08-15",40
"1689","1974-08-16",31
"1690","1974-08-17",42
"1691","1974-08-18",32
"1692","1974-08-19",45
"1693","1974-08-20",32
"1694","1974-08-21",42
"1695","1974-08-22",37
"1696","1974-08-23",50
"1697","1974-08-24",37
"1698","1974-08-25",48
"1699","1974-08-26",39
"1700","1974-08-27",41
"1701","1974-08-28",39
"1702","1974-08-29",27
"1703","1974-08-30",34
"1704","1974-08-31",28
"1705","1974-09-01",27
"1706","1974-09-02",51
"1707","1974-09-03",37
"1708","1974-09-04",41
"1709","1974-09-05",35
"1710","1974-09-06",43
"1711","1974-09-07",44
"1712","1974-09-08",37
"1713","1974-09-09",28
"1714","1974-09-10",40
"1715","1974-09-11",40
"1716","1974-09-12",37
"1717","1974-09-13",44
"1718","1974-09-14",31
"1719","1974-09-15",42
"1720","1974-09-16",35
"1721","1974-09-17",41
"1722","1974-09-18",32
"1723","1974-09-19",38
"1724","1974-09-20",48
"1725","1974-09-21",36
"1726","1974-09-22",40
"1727","1974-09-23",33
"1728","1974-09-24",37
"1729","1974-09-25",34
"1730","1974-09-26",44
"1731","1974-09-27",43
"1732","1974-09-28",40
"1733","1974-09-29",40
"1734","1974-09-30",34
"1735","1974-10-01",44
"1736","1974-10-02",30
"1737","1974-10-03",35
"1738","1974-10-04",34
"1739","1974-10-05",43
"1740","1974-10-06",45
"1741","1974-10-07",52
"1742","1974-10-08",34
"1743","1974-10-09",36
"1744","1974-10-10",44
"1745","1974-10-11",36
"1746","1974-10-12",44
"1747","1974-10-13",39
"1748","1974-10-14",39
"1749","1974-10-15",42
"1750","1974-10-16",31
"1751","1974-10-17",42
"1752","1974-10-18",46
"1753","1974-10-19",38
"1754","1974-10-20",34
"1755","1974-10-21",46
"1756","1974-10-22",40
"1757","1974-10-23",38
"1758","1974-10-24",53
"1759","1974-10-25",39
"1760","1974-10-26",28
"1761","1974-10-27",39
"1762","1974-10-28",35
"1763","1974-10-29",40
"1764","1974-10-30",36
"1765","1974-10-31",37
"1766","1974-11-01",29
"1767","1974-11-02",37
"1768","1974-11-03",33
"1769","1974-11-04",34
"1770","1974-11-05",27
"1771","1974-11-06",39
"1772","1974-11-07",31
"1773","1974-11-08",37
"1774","1974-11-09",32
"1775","1974-11-10",38
"1776","1974-11-11",42
"1777","1974-11-12",35
"1778","1974-11-13",42
"1779","1974-11-14",38
"1780","1974-11-15",40
"1781","1974-11-16",33
"1782","1974-11-17",30
"1783","1974-11-18",44
"1784","1974-11-19",35
"1785","1974-11-20",41
"1786","1974-11-21",37
"1787","1974-11-22",42
"1788","1974-11-23",38
"1789","1974-11-24",35
"1790","1974-11-25",30
"1791","1974-11-26",37
"1792","1974-11-27",42
"1793","1974-11-28",34
"1794","1974-11-29",34
"1795","1974-11-30",42
"1796","1974-12-01",44
"1797","1974-12-02",42
"1798","1974-12-03",46
"1799","1974-12-04",37
"1800","1974-12-05",33
"1801","1974-12-06",39
"1802","1974-12-07",37
"1803","1974-12-08",37
"1804","1974-12-09",39
"1805","1974-12-10",32
"1806","1974-12-11",44
"1807","1974-12-12",43
"1808","1974-12-13",38
"1809","1974-12-14",41
"1810","1974-12-15",58
"1811","1974-12-16",40
"1812","1974-12-17",41
"1813","1974-12-18",32
"1814","1974-12-19",44
"1815","1974-12-20",48
"1816","1974-12-21",35
"1817","1974-12-22",50
"1818","1974-12-23",42
"1819","1974-12-24",31
"1820","1974-12-25",43
"1821","1974-12-26",40
"1822","1974-12-27",32
"1823","1974-12-28",44
"1824","1974-12-29",47
"1825","1974-12-30",43
"1826","1974-12-31",41
"1827","1975-01-01",30
"1828","1975-01-02",38
"1829","1975-01-03",35
"1830","1975-01-04",34
"1831","1975-01-05",38
"1832","1975-01-06",38
"1833","1975-01-07",38
"1834","1975-01-08",52
"1835","1975-01-09",47
"1836","1975-01-10",32
"1837","1975-01-11",41
"1838","1975-01-12",44
"1839","1975-01-13",40
"1840","1975-01-14",35
"1841","1975-01-15",45
"1842","1975-01-16",36
"1843","1975-01-17",35
"1844","1975-01-18",39
"1845","1975-01-19",44
"1846","1975-01-20",42
"1847","1975-01-21",37
"1848","1975-01-22",31
"1849","1975-01-23",36
"1850","1975-01-24",34
"1851","1975-01-25",25
"1852","1975-01-26",39
"1853","1975-01-27",39
"1854","1975-01-28",48
"1855","1975-01-29",43
"1856","1975-01-30",35
"1857","1975-01-31",39
"1858","1975-02-01",40
"1859","1975-02-02",37
"1860","1975-02-03",42
"1861","1975-02-04",29
"1862","1975-02-05",44
"1863","1975-02-06",38
"1864","1975-02-07",42
"1865","1975-02-08",35
"1866","1975-02-09",44
"1867","1975-02-10",35
"1868","1975-02-11",40
"1869","1975-02-12",28
"1870","1975-02-13",43
"1871","1975-02-14",39
"1872","1975-02-15",39
"1873","1975-02-16",35
"1874","1975-02-17",33
"1875","1975-02-18",29
"1876","1975-02-19",32
"1877","1975-02-20",27
"1878","1975-02-21",40
"1879","1975-02-22",42
"1880","1975-02-23",40
"1881","1975-02-24",46
"1882","1975-02-25",36
"1883","1975-02-26",34
"1884","1975-02-27",34
"1885","1975-02-28",37
"1886","1975-03-01",25
"1887","1975-03-02",34
"1888","1975-03-03",38
"1889","1975-03-04",35
"1890","1975-03-05",32
"1891","1975-03-06",37
"1892","1975-03-07",37
"1893","1975-03-08",30
"1894","1975-03-09",40
"1895","1975-03-10",39
"1896","1975-03-11",45
"1897","1975-03-12",39
"1898","1975-03-13",36
"1899","1975-03-14",36
"1900","1975-03-15",34
"1901","1975-03-16",36
"1902","1975-03-17",42
"1903","1975-03-18",28
"1904","1975-03-19",41
"1905","1975-03-20",28
"1906","1975-03-21",37
"1907","1975-03-22",36
"1908","1975-03-23",37
"1909","1975-03-24",35
"1910","1975-03-25",48
"1911","1975-03-26",41
"1912","1975-03-27",29
"1913","1975-03-28",34
"1914","1975-03-29",33
"1915","1975-03-30",41
"1916","1975-03-31",41
"1917","1975-04-01",36
"1918","1975-04-02",42
"1919","1975-04-03",41
"1920","1975-04-04",29
"1921","1975-04-05",42
"1922","1975-04-06",31
"1923","1975-04-07",31
"1924","1975-04-08",29
"1925","1975-04-09",33
"1926","1975-04-10",40
"1927","1975-04-11",39
"1928","1975-04-12",46
"1929","1975-04-13",40
"1930","1975-04-14",31
"1931","1975-04-15",38
"1932","1975-04-16",28
"1933","1975-04-17",36
"1934","1975-04-18",37
"1935","1975-04-19",31
"1936","1975-04-20",31
"1937","1975-04-21",47
"1938","1975-04-22",37
"1939","1975-04-23",37
"1940","1975-04-24",41
"1941","1975-04-25",45
"1942","1975-04-26",46
"1943","1975-04-27",34
"1944","1975-04-28",42
"1945","1975-04-29",41
"1946","1975-04-30",39
"1947","1975-05-01",36
"1948","1975-05-02",33
"1949","1975-05-03",36
"1950","1975-05-04",41
"1951","1975-05-05",45
"1952","1975-05-06",40
"1953","1975-05-07",41
"1954","1975-05-08",37
"1955","1975-05-09",50
"1956","1975-05-10",37
"1957","1975-05-11",44
"1958","1975-05-12",35
"1959","1975-05-13",34
"1960","1975-05-14",36
"1961","1975-05-15",39
"1962","1975-05-16",33
"1963","1975-05-17",27
"1964","1975-05-18",49
"1965","1975-05-19",36
"1966","1975-05-20",30
"1967","1975-05-21",28
"1968","1975-05-22",35
"1969","1975-05-23",36
"1970","1975-05-24",25
"1971","1975-05-25",38
"1972","1975-05-26",40
"1973","1975-05-27",52
"1974","1975-05-28",40
"1975","1975-05-29",38
"1976","1975-05-30",31
"1977","1975-05-31",37
"1978","1975-06-01",42
"1979","1975-06-02",27
"1980","1975-06-03",43
"1981","1975-06-04",46
"1982","1975-06-05",41
"1983","1975-06-06",42
"1984","1975-06-07",45
"1985","1975-06-08",41
"1986","1975-06-09",46
"1987","1975-06-10",43
"1988","1975-06-11",32
"1989","1975-06-12",38
"1990","1975-06-13",40
"1991","1975-06-14",37
"1992","1975-06-15",50
"1993","1975-06-16",29
"1994","1975-06-17",31
"1995","1975-06-18",32
"1996","1975-06-19",28
"1997","1975-06-20",35
"1998","1975-06-21",43
"1999","1975-06-22",33
"2000","1975-06-23",33
"2001","1975-06-24",28
"2002","1975-06-25",37
"2003","1975-06-26",45
"2004","1975-06-27",30
